45;-180;-0.532604217529297;154.095993041992
45;-179;-0.554496765136719;153.197082519531
45;-178;-0.580043792724609;152.259338378906
45;-177;-0.597579956054687;151.349075317383
45;-176;-0.626293182373047;150.372756958008
45;-175;-0.581989288330078;149.171020507812
45;-174;-0.583583831787109;148.394332885742
45;-173;-0.622112274169922;147.292327880859
45;-172;-0.653953552246094;146.318115234375
45;-171;-0.674320220947266;145.34700012207
45;-170;-0.701091766357422;144.397445678711
45;-169;-0.726173400878906;143.438186645508
45;-168;-0.744758605957031;142.506912231445
45;-167;-0.766941070556641;141.527618408203
45;-166;-0.791515350341797;140.52507019043
45;-165;-0.812324523925781;139.456848144531
45;-164;-0.837562561035156;138.461608886719
45;-163;-0.866310119628906;137.503082275391
45;-162;-0.884563446044922;136.506637573242
45;-161;-0.921051025390625;135.471466064453
45;-160;-0.962284088134766;134.480102539062
45;-159;-1.00518035888672;133.617431640625
45;-158;-1.03078079223633;132.761505126953
45;-157;-1.05794906616211;131.832290649414
45;-156;-1.0781135559082;130.92756652832
45;-155;-1.10163879394531;129.895858764648
45;-154;-1.1228141784668;128.948883056641
45;-153;-1.13468170166016;127.940689086914
45;-152;-1.15664291381836;126.889945983887
45;-151;-1.17230987548828;125.865348815918
45;-150;-1.19379425048828;124.752532958984
45;-149;-1.224365234375;123.759887695312
45;-148;-1.24070358276367;122.743133544922
45;-147;-1.26183319091797;121.653755187988
45;-146;-1.28192138671875;120.572196960449
45;-145;-1.30231094360352;119.489868164062
45;-144;-1.32139205932617;118.46989440918
45;-143;-1.34676361083984;117.351409912109
45;-142;-1.36629867553711;116.251953125
45;-141;-1.38752365112305;115.146087646484
45;-140;-1.41325759887695;113.961975097656
45;-139;-1.42593002319336;112.883850097656
45;-138;-1.44681549072266;111.731056213379
45;-137;-1.46014785766602;110.645851135254
45;-136;-1.48200607299805;109.517387390137
45;-135;-1.49945068359375;108.434631347656
45;-134;-1.51914215087891;107.308319091797
45;-133;-1.53976440429687;106.138885498047
45;-132;-1.55397033691406;105.001129150391
45;-131;-1.57096099853516;103.846580505371
45;-130;-1.58837890625;102.703826904297
45;-129;-1.60676956176758;101.555679321289
45;-128;-1.62439727783203;100.319526672363
45;-127;-1.64029693603516;99.1514511108398
45;-126;-1.65509414672852;97.9725646972656
45;-125;-1.66863632202148;96.8188171386719
45;-124;-1.67865753173828;95.6399612426758
45;-123;-1.68543243408203;94.4091644287109
45;-122;-1.70331954956055;93.2414474487305
45;-121;-1.71239852905273;92.0493774414062
45;-120;-1.72510528564453;90.8466110229492
45;-119;-1.73342895507812;89.6725463867187
45;-118;-1.73989105224609;88.4779052734375
45;-117;-1.74201202392578;87.2479476928711
45;-116;-1.75373077392578;86.0443649291992
45;-115;-1.75482177734375;84.8030700683594
45;-114;-1.76381301879883;83.6398239135742
45;-113;-1.76986312866211;82.4517669677734
45;-112;-1.77127838134766;81.2277755737305
45;-111;-1.77192306518555;80.0398178100586
45;-110;-1.77378463745117;78.8237991333008
45;-109;-1.77225875854492;77.6086654663086
45;-108;-1.77679824829102;76.4166488647461
45;-107;-1.77070617675781;75.1935119628906
45;-106;-1.76810836791992;73.9588851928711
45;-105;-1.76252746582031;72.7064056396484
45;-104;-1.75967025756836;71.5047149658203
45;-103;-1.75571060180664;70.2836608886719
45;-102;-1.7449836730957;69.1121215820312
45;-101;-1.74119186401367;67.90478515625
45;-100;-1.73173904418945;66.7332534790039
45;-99;-1.72270965576172;65.5522766113281
45;-98;-1.71226119995117;64.295524597168
45;-97;-1.70078659057617;63.107982635498
45;-96;-1.68812942504883;61.9090461730957
45;-95;-1.67118453979492;60.6840667724609
45;-94;-1.65705490112305;59.4838256835937
45;-93;-1.64088821411133;58.3024940490723
45;-92;-1.62382888793945;57.104793548584
45;-91;-1.60569000244141;55.9295806884766
45;-90;-1.59444808959961;54.7573127746582
45;-89;-1.57319641113281;53.6024856567383
45;-88;-1.55463409423828;52.4470443725586
45;-87;-1.53231048583984;51.2848777770996
45;-86;-1.51249313354492;50.1258735656738
45;-85;-1.48797225952148;48.9818649291992
45;-84;-1.46532440185547;47.852222442627
45;-83;-1.44189453125;46.7188682556152
45;-82;-1.41907119750977;45.5543441772461
45;-81;-1.39431381225586;44.4627914428711
45;-80;-1.37308883666992;43.3618469238281
45;-79;-1.34178161621094;42.2404861450195
45;-78;-1.31822967529297;41.1281127929687
45;-77;-1.28794097900391;40.0206146240234
45;-76;-1.25906372070312;38.9107627868652
45;-75;-1.23249053955078;37.8449020385742
45;-74;-1.20035171508789;36.7752265930176
45;-73;-1.17334365844727;35.7026710510254
45;-72;-1.14394760131836;34.6283950805664
45;-71;-1.11426544189453;33.587760925293
45;-70;-1.07998657226562;32.5172462463379
45;-69;-1.04983139038086;31.5079936981201
45;-68;-1.01967239379883;30.4616394042969
45;-67;-0.988212585449219;29.4365653991699
45;-66;-0.961326599121094;28.4203491210937
45;-65;-0.926074981689453;27.4169273376465
45;-64;-0.890697479248047;26.398681640625
45;-63;-0.86029052734375;25.39479637146
45;-62;-0.830883026123047;24.4213771820068
45;-61;-0.796222686767578;23.4630756378174
45;-60;-0.763545989990234;22.492733001709
45;-59;-0.731014251708984;21.5522556304932
45;-58;-0.700592041015625;20.5767021179199
45;-57;-0.670616149902344;19.6288318634033
45;-56;-0.636795043945312;18.7050628662109
45;-55;-0.606361389160156;17.7757301330566
45;-54;-0.578895568847656;16.8357219696045
45;-53;-0.550685882568359;15.9685182571411
45;-52;-0.518276214599609;15.0413160324097
45;-51;-0.487461090087891;14.1196556091309
